id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
SFD-233,Yone - Blademaster,Spiritforged,Showcase,Unit,Champion,Body,5,5,Yone; Ionia; Demon,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for {Any Rune} less, even if it's already attached.)
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.",,False,False,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for {Any Rune} less, even if it's already attached.)
When I conquer a battlefield that was uncontrolled, deal damage equal to my Might to an enemy unit in a base.",https://riftbound.gg/cards/sfd-233-yone-blademaster/
SFD-233-STAR,Yone - Blademaster,Spiritforged,Showcase,Unit,Champion,Body,5,5,Yone; Ionia; Demon,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for {Any Rune} less, even if it's already attached.)
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.",,False,False,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for {Any Rune} less, even if it's already attached.)
When I conquer a battlefield that was uncontrolled, deal damage equal to my Might to an enemy unit in a base.",https://riftbound.gg/cards/sfd-233-star-yone-blademaster/
SFD-234,Seal of Discord,Spiritforged,Showcase,Gear,,Chaos,,,,{Exhaust}: [Reaction] — [Add] {Chaos Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/sfd-234-seal-of-discord/
SFD-235,Yasuo - Windrider,Spiritforged,Showcase,Unit,Champion,Chaos,5,4,Yasuo,"[Ganking] (I can move from battlefield to battlefield.)
The third time I move in a turn, you score 1 point.",“I hope you find the path that brings you joy.”,False,False,,https://riftbound.gg/cards/sfd-235-yasuo-windrider/
SFD-235-STAR,Yasuo - Windrider,Spiritforged,Showcase,Unit,Champion,Chaos,5,4,Yasuo,"[Ganking] (I can move from battlefield to battlefield.)
The third time I move in a turn, you score 1 point.",“I hope you find the path that brings you joy.”,False,False,,https://riftbound.gg/cards/sfd-235-star-yasuo-windrider/
SFD-236,Darius - Executioner,Spiritforged,Showcase,Unit,Champion,Order,6,6,Trifarian; Darius,"[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)
Other friendly units have +1 {Might} here.","“Even in death, I cannot lay down my axe.”",False,False,,https://riftbound.gg/cards/sfd-236-darius-executioner/
SFD-236-STAR,Darius - Executioner,Spiritforged,Showcase,Unit,Champion,Order,6,6,Trifarian; Darius,"[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)
Other friendly units have +1 {Might} here.","“Even in death, I cannot lay down my axe.”",False,False,,https://riftbound.gg/cards/sfd-236-star-darius-executioner/
SFD-237,Karma - Channeler,Spiritforged,Showcase,Unit,Champion,Order,6,6,Karma,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)","""Endings are beginnings with a different face.""",False,False,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards to your Main Deck, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)",https://riftbound.gg/cards/sfd-237-karma-channeler/
SFD-237-STAR,Karma - Channeler,Spiritforged,Showcase,Unit,Champion,Order,6,6,Karma,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)","""Endings are beginnings with a different face.""",False,False,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards to your Main Deck, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff. Runes aren't cards.)",https://riftbound.gg/cards/sfd-237-star-karma-channeler/
SFD-238,Seal of Unity,Spiritforged,Showcase,Gear,,Order,,,,{Exhaust}: [Reaction] — [Add] {Order Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/sfd-238-seal-of-unity/
SFD-239,Soraka - Wanderer,Spiritforged,Showcase,Unit,Champion,Order,4,4,Soraka; Mount Targon,"I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it. (Send it to base. This isn't a move.)",“Do not let the envy of others rob you of your shine.”,False,False,,https://riftbound.gg/cards/sfd-239-soraka-wanderer/
SFD-239-STAR,Soraka - Wanderer,Spiritforged,Showcase,Unit,Champion,Order,4,4,Soraka; Mount Targon,"I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it. (Send it to base. This isn't a move.)",“Do not let the envy of others rob you of your shine.”,False,False,,https://riftbound.gg/cards/sfd-239-star-soraka-wanderer/
SFD-240,Rumble - Mechanized Menace,Spiritforged,Showcase,Legend,,Fury; Mind,,,Rumble,Your Mechs have [Shield]. (+1 {Might} while they're defenders.),,False,False,,https://riftbound.gg/cards/sfd-240-rumble-mechanized-menace/
SFD-241,Lucian - Purifier,Spiritforged,Showcase,Legend,,Fury; Body,,,Lucian,Your Equipment each give [Assault]. (+1 {Might} while equipped unit is an attacker.),,False,False,,https://riftbound.gg/cards/sfd-241-lucian-purifier/
SFD-242,Draven - Glorious Executioner,Spiritforged,Showcase,Legend,,Fury; Chaos,,,Draven,"When you win a combat, draw 1. (You win if only your units remain after combat.)",,False,False,,https://riftbound.gg/cards/sfd-242-draven-glorious-executioner/
SFD-243,Rek'Sai - Void Burrower,Spiritforged,Showcase,Legend,,Fury; Order,,,Rek'Sai,"When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may banish one, then play it. Recycle the rest.",,False,False,"When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may banish one, then play it. Recycle the rest.",https://riftbound.gg/cards/sfd-243-reksai-void-burrower/
SFD-244,Ornn - Fire Below the Mountain,Spiritforged,Showcase,Legend,,Calm; Mind,,,Ornn,{Exhaust}: [Reaction] — [Add] {Any Rune}. Use only to play gear or use gear abilities. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/sfd-244-ornn-fire-below-the-mountain/
SFD-245,Jax - Grandmaster at Arms,Spiritforged,Showcase,Legend,,Calm; Body,,,Jax,"{1 Energy}, {Exhaust}: Attach a detached Equipment you control to a unit you control.
{Exhaust}: Attach an attached Equipment you control to a unit you control.",,False,False,,https://riftbound.gg/cards/sfd-245-jax-grandmaster-at-arms/
SFD-246,Irelia - Blade Dancer,Spiritforged,Showcase,Legend,,Calm; Chaos,,,Irelia,"When you choose a friendly unit, you may exhaust me and pay {Any Rune} to ready it.
When you conquer, you may pay {1 Energy} to ready me.",,False,False,,https://riftbound.gg/cards/sfd-246-irelia-blade-dancer/
SFD-247,Azir - Emperor of the Sands,Spiritforged,Showcase,Legend,,Calm; Order,,,Azir,"Sand Soldiers you play have [Weaponmaster]. (When they're played, you may [Equip] one of your Equipment to them for {Any Rune} less.)
{1 Energy}, {Exhaust}: Play a 2 {Might} Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.",,False,False,,https://riftbound.gg/cards/sfd-247-azir-emperor-of-the-sands/
SFD-248,Ezreal - Prodigal Explorer,Spiritforged,Showcase,Legend,,Mind; Chaos,,,Ezreal,{Exhaust}: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,,False,False,,https://riftbound.gg/cards/sfd-248-ezreal-prodigal-explorer/
SFD-249,Renata Glasc - Chem-Baroness,Spiritforged,Showcase,Legend,,Mind; Order,,,Renata Glasc,"When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.
While your score is within 3 points of the Victory Score, your Gold [ADD] an additional {1 Energy}.",,False,False,,https://riftbound.gg/cards/sfd-249-renata-glasc-chem-baroness/
SFD-250,Sivir - Battle Mistress,Spiritforged,Showcase,Legend,,Body; Chaos,,,Sivir,"When you recycle a rune, you may exhaust me to play a Gold gear token exhausted.
When one or more enemy units die, ready me.",,False,False,,https://riftbound.gg/cards/sfd-250-sivir-battle-mistress/
SFD-251,Fiora - Grand Duelist,Spiritforged,Showcase,Legend,,Body; Order,,,Fiora,"When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ {Might}.)",,False,False,,https://riftbound.gg/cards/sfd-251-fiora-grand-duelist/
SFD-R01,Fury Rune,Spiritforged,Common,Rune,Basic,Fury,,,,,,False,False,,https://riftbound.gg/cards/sfd-r01-fury-rune/
SFD-R01a,Fury Rune,Spiritforged,Showcase,Rune,Basic,Fury,,,,,,False,False,,https://riftbound.gg/cards/sfd-r01a-fury-rune/
SFD-R01b,Fury Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Fury,,,,,,True,False,,https://riftbound.gg/cards/sfd-r01b-fury-rune/
SFD-R02,Calm Rune,Spiritforged,Common,Rune,Basic,Calm,,,,,,False,False,,https://riftbound.gg/cards/sfd-r02-calm-rune/
SFD-R02a,Calm Rune,Spiritforged,Showcase,Rune,Basic,Calm,,,,,,False,False,,https://riftbound.gg/cards/sfd-r02a-calm-rune/
SFD-R02b,Calm Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Calm,,,,,,True,False,,https://riftbound.gg/cards/sfd-r02b-calm-rune/
SFD-R03,Mind Rune,Spiritforged,Common,Rune,Basic,Mind,,,,,,False,False,,https://riftbound.gg/cards/sfd-r03-mind-rune/
SFD-R03a,Mind Rune,Spiritforged,Showcase,Rune,Basic,Mind,,,,,,False,False,,https://riftbound.gg/cards/sfd-r03a-mind-rune/
SFD-R03b,Mind Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Mind,,,,,,True,False,,https://riftbound.gg/cards/sfd-r03b-mind-rune/
SFD-R04,Body Rune,Spiritforged,Common,Rune,Basic,Body,,,,,,False,False,,https://riftbound.gg/cards/sfd-r04-body-rune/
SFD-R04a,Body Rune,Spiritforged,Showcase,Rune,Basic,Body,,,,,,False,False,,https://riftbound.gg/cards/sfd-r04a-body-rune/
SFD-R04b,Body Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Body,,,,,,True,False,,https://riftbound.gg/cards/sfd-r04b-body-rune/
SFD-R05,Chaos Rune,Spiritforged,Common,Rune,Basic,Chaos,,,,,,False,False,,https://riftbound.gg/cards/sfd-r05-chaos-rune/
SFD-R05a,Chaos Rune,Spiritforged,Showcase,Rune,Basic,Chaos,,,,,,False,False,,https://riftbound.gg/cards/sfd-r05a-chaos-rune/
SFD-R05b,Chaos Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Chaos,,,,,,True,False,,https://riftbound.gg/cards/sfd-r05b-chaos-rune/
SFD-R06,Order Rune,Spiritforged,Common,Rune,Basic,Order,,,,,,False,False,,https://riftbound.gg/cards/sfd-r06-order-rune/
SFD-R06a,Order Rune,Spiritforged,Showcase,Rune,Basic,Order,,,,,,False,False,,https://riftbound.gg/cards/sfd-r06a-order-rune/
SFD-R06b,Order Rune (Spiritforged Nexus Night Promo),Spiritforged,Showcase,Rune,Basic,Order,,,,,,True,False,,https://riftbound.gg/cards/sfd-r06b-order-rune/
SFD-T01,Mech // Buff,Spiritforged,Common,Unit,Token,Colorless,0,3,Mech,,"Sure, they’re loud, messy, and unreliable. But so are people, when you get down to it.",False,False,,https://riftbound.gg/cards/sfd-t01-mech/
SFD-T01g,Mech // Gold,Spiritforged,Common,Unit,Token,Colorless,0,3,Mech,,"Sure, they’re loud, messy, and unreliable. But so are people, when you get down to it.",False,False,,https://riftbound.gg/cards/sfd-t01g-mech/
SFD-T02,Sand Soldier // Buff,Spiritforged,Common,Unit,Token,Colorless,0,2,Shurima,,They do not rest. They do not hesitate. And they do not yield.,False,False,,https://riftbound.gg/cards/sfd-t02-sand-soldier/
SFD-T03,Gold // Buff,Spiritforged,Common,Gear,Token,Colorless,0,0,,"Kill this, {Exhaust}: [Reaction] — [Add] {Any Rune}. (Abilities that add resources can't be reacted to.)",,False,False,,https://riftbound.gg/cards/sfd-t03-gold/
UNL-001,Arena Kingpin,Unleashed,Common,Unit,,Fury,5,3,Yordle; Noxus,"I enter ready.
{Exhaust}: Give a unit +3 {Might} this turn.",Don’t you dare suggest it’s a hairpiece.,False,False,,https://riftbound.gg/cards/unl-001-arena-kingpin/
UNL-001-P,Arena Kingpin (Unleashed Nexus Night Promo),Unleashed,Common,Unit,,Fury,5,3,Yordle; Noxus,"I enter ready.
{Exhaust}: Give a unit +3 {Might} this turn.",,True,False,,https://riftbound.gg/cards/unl-001-p-arena-kingpin/
UNL-002,Inferna,Unleashed,Common,Unit,,Fury,2,1,Bilgewater,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
[Assault 2] (+2 {Might} while I'm an attacker.)","“Ironic, isn’t it? Water all around us, but your boat’s still gonna burn.”",False,False,,https://riftbound.gg/cards/unl-002-inferna/
UNL-003,Mischievous Marai,Unleashed,Common,Unit,,Fury,2,2,Bilgewater,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me to a battlefield, deal 2 to an enemy unit here.","As fickle as the sea, and almost as destructive.",False,False,,https://riftbound.gg/cards/unl-003-mischievous-marai/
UNL-004,Prepared Neophyte,Unleashed,Common,Unit,,Fury,3,1,Shadow Isles,"If you've spent {4 Energy} or more to play a spell this turn, I have +4 {Might}.",Power begets power.,False,False,,https://riftbound.gg/cards/unl-004-prepared-neophyte/
UNL-005,Revna the Lorekeeper,Unleashed,Common,Unit,,Fury,7,7,Freljord,"[Ganking] (I can move from battlefield to battlefield.)
When you play a spell, if you spent {4 Energy} or more, ready me.","“Nothing stops us! Not cold, not death!”",False,False,,https://riftbound.gg/cards/unl-005-revna-the-lorekeeper/
UNL-006,Sharkling,Unleashed,Common,Unit,,Fury,3,1,Bilgewater,"[Accelerate] (You may pay {1 Energy}{Fury Rune} as an additional cost to have me enter ready.)
[Assault 4] (+4 {Might} while I'm an attacker.)","“Don’t worry, it’s only a little one.”  
— Common last words",False,False,,https://riftbound.gg/cards/unl-006-sharkling/
UNL-007,Smite,Unleashed,Common,Spell,,Fury,2,,,"[Action] (Play on your turn or in showdowns.)
Deal 3 to a unit at a battlefield. If it would die this turn, banish it instead.",Timing is everything.,False,False,,https://riftbound.gg/cards/unl-007-smite/
UNL-008,Towering Pairofant,Unleashed,Common,Unit,,Fury,6,6,Shurima,"[Assault] (+1 {Might} while I'm an attacker.)
If a unit died this turn, I enter ready.",A pairofant never forgives.,False,False,,https://riftbound.gg/cards/unl-008-towering-pairofant/
UNL-009,Upstage Comedy,Unleashed,Common,Spell,,Fury,2,,,"[Repeat] {2 Energy} (You may pay the additional cost to repeat this spell's effect.)
Ready a unit.",Art is not always appreciated in its critic’s lifetime.,False,False,,https://riftbound.gg/cards/unl-009-upstage-comedy/
UNL-009-P,Upstage Comedy (Unleashed Nexus Night Promo),Unleashed,Common,Spell,,Fury,2,,,"[Repeat] {2 Energy} (You may pay the additional cost to repeat this spell's effect.)
Ready a unit.",,True,False,,https://riftbound.gg/cards/unl-009-p-upstage-comedy/
UNL-010,Vault Breaker,Unleashed,Common,Spell,,Fury,1,,,"[Action] (Play on your turn or in showdowns.)
Give a unit [Assault 2] and [Ganking] this turn. (+2 {Might} while it's an attacker. It can move from battlefield to battlefield.)","“If you hit a wall, hit it hard!”",False,False,,https://riftbound.gg/cards/unl-010-vault-breaker/
UNL-011,Fresh Beans,Unleashed,Uncommon,Gear,,Fury,2,,,"When you play a unit during a showdown, you may exhaust this to draw 1.",The freshest.,False,False,,https://riftbound.gg/cards/unl-011-fresh-beans/
UNL-012,Lord Broadmane,Unleashed,Uncommon,Unit,,Fury,5,5,Noxus,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
When you play me, give your other units here [Assault] this turn. (+1 {Might} while they're attackers.)",,False,False,,https://riftbound.gg/cards/unl-012-lord-broadmane/
UNL-013,Lotus Trap,Unleashed,Uncommon,Spell,,Fury,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a unit. Double all damage that would be dealt to it this turn.",“Art shall blossom from your fear.” —Jhin,False,False,,https://riftbound.gg/cards/unl-013-lotus-trap/
UNL-014,Monster Harpoon,Unleashed,Uncommon,Spell,,Fury,1,,,"[Action] (Play on your turn or in showdowns.)
Deal 2 to a unit at a battlefield. If you control a facedown card, deal 4 to it instead.","“Ready” and “fire” are easy. Aiming, now that’s the hard part.",False,False,,https://riftbound.gg/cards/unl-014-monster-harpoon/
UNL-015,Right of Conquest,Unleashed,Uncommon,Spell,,Fury,3,,,"Draw 1, then draw 1 for each battlefield you or allies control.",You get what you can take.,False,False,,https://riftbound.gg/cards/unl-015-right-of-conquest/
UNL-016,Scorchclaw,Unleashed,Uncommon,Unit,,Fury,3,3,Dog; Noxus,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and enter ready. (While you have 3+ XP, get the effect.)",“Sit. Stay. Burn.”,False,False,,https://riftbound.gg/cards/unl-016-scorchclaw/
UNL-016-P,Scorchclaw (Unleashed Nexus Night Promo),Unleashed,Uncommon,Unit,,Fury,3,3,Dog; Noxus,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and enter ready. (While you have 3+ XP, get the effect.)",,True,False,,https://riftbound.gg/cards/unl-016-p-scorchclaw/
UNL-017,Square Up,Unleashed,Uncommon,Spell,,Fury,4,,,"[Repeat] — Discard 1 (You may pay the additional cost to repeat this spell's effect.)
Give a unit [Assault 4] this turn. (+4 {Might} while it's an attacker.)",Nothing like a good roar to work up an appetite for violence.,False,False,,https://riftbound.gg/cards/unl-017-square-up/
UNL-018,Yeti Brawler,Unleashed,Uncommon,Unit,,Fury,6,6,Noxus,"When I conquer, if you assigned 3 or more excess damage, play two Gold gear tokens exhausted. (They have ""[Reaction][>] Kill this, {Exhaust}: [Add] {Any Rune}."")","If you love your job, it’s hardly work.",False,False,,https://riftbound.gg/cards/unl-018-yeti-brawler/
UNL-019,Blighted Battleaxe,Unleashed,Rare,Gear,,Fury,4,,Equipment,[Equip] {1 Energy}{Fury Rune} ({1 Energy}{Fury Rune}: Attach this to a unit you control.),,False,False,,https://riftbound.gg/cards/unl-019-blighted-battleaxe/
UNL-020,Dancing Grenade,Unleashed,Rare,Spell,,Fury,2,,,"Deal 2 to a unit. Its controller may play this spell again for {Any Rune}. If they do, this deals 1 additional Bonus Damage for each time this spell has dealt damage this turn.","“They’re puppets. I pull their strings, and then they dance.”",False,False,,https://riftbound.gg/cards/unl-020-dancing-grenade/
UNL-021,Grim Apothecary,Unleashed,Rare,Unit,,Fury,3,3,Noxus,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
When you play me, you may return a friendly unit at a battlefield to its owner's hand.","The cure is better than the disease, but not by much.",False,False,,https://riftbound.gg/cards/unl-021-grim-apothecary/
UNL-022,Jhin - Murderous Artist,Unleashed,Rare,Unit,Champion,Fury,4,4,Jhin; Ionia,"[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)
When I move, [Add] {1 Energy}{Any Rune}. (Abilities that add resources can't be reacted to.)","“And now, the curtain rises.”",False,False,,https://riftbound.gg/cards/unl-022-jhin-murderous-artist/
UNL-022A,Jhin - Murderous Artist,Unleashed,Showcase,Unit,Champion,Fury,4,4,Jhin; Ionia,"[Deflect]
[Ganking]
When I move, [Add] {1 Energy}{Any Rune}.","“And now, the curtain rises.”",False,False,,https://riftbound.gg/cards/unl-022a-jhin-murderous-artist/
UNL-023,Katarina - Reckless,Unleashed,Rare,Unit,Champion,Fury,5,5,Katarina; Noxus,"When you hide a card, ready me.
When you play a card from face down, deal 2 to an enemy unit.",“Keep friends close and enemies guessing.”,False,False,,https://riftbound.gg/cards/unl-023-katarina-reckless/
UNL-024,Rengar - Unseen,Unleashed,Rare,Unit,Champion,Fury,4,4,Cat; Rengar; Ixtal,"[Accelerate] (You may pay {1 Energy}{Fury Rune} as an additional cost to have me enter ready.)
[Assault 2] (+2 {Might} while I'm an attacker.)
[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)",,False,False,,https://riftbound.gg/cards/unl-024-rengar-unseen/
UNL-024A,Rengar - Unseen,Unleashed,Showcase,Unit,Champion,Fury,4,4,Cat; Rengar; Ixtal,"[Accelerate]
[Assault 2]
[Deflect]
[Ganking]",“A true hunter never rests.”,False,False,,https://riftbound.gg/cards/unl-024a-rengar-unseen/
UNL-025,Undying Legion,Unleashed,Rare,Unit,,Fury,3,3,Spirit; Shadow Isles,[Legion][>] You may play me from your trash for {3 Energy}{Fury Rune}. (Get the effect if you've played another card this turn.),"“Choose carefully your oath, lest duty bind you even in death.”",False,False,,https://riftbound.gg/cards/unl-025-undying-legion/
UNL-026,Xerath - Freed,Unleashed,Rare,Unit,Champion,Fury,5,5,Shurima; Xerath,"{Fury Rune}, {Exhaust}: Deal 3 to a unit. Use this ability only while I'm at a battlefield.",“I stand at the brink of infinity.”,False,False,,https://riftbound.gg/cards/unl-026-xerath-freed/
UNL-027,Inviolus Vox,Unleashed,Epic,Unit,,Fury,8,8,Dragon; Mount Targon,"When I conquer, give a friendly unit +8 {Might} this turn.","“Flee him, fight him, or worship him—it matters not! We are but ashes in his flame.”  
—Herald of Dragons",False,False,,https://riftbound.gg/cards/unl-027-inviolus-vox/
UNL-028,Pyke - Dockside Butcher,Unleashed,Epic,Unit,Champion,Fury,3,2,Pyke; Bilgewater,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Ganking] (I can move from battlefield to battlefield.)
You may pay {Fury Rune} as an additional cost to play me.
When you play me, if you paid the additional cost, ready me and give me +2 {Might} this turn.",“Hard day’s killin’ ahead.”,False,False,,https://riftbound.gg/cards/unl-028-pyke-dockside-butcher/
UNL-028A,Pyke - Dockside Butcher,Unleashed,Showcase,Unit,Champion,Fury,3,2,Pyke; Bilgewater,"[Hidden]
[Ganking]
You may pay {Fury Rune} as an additional cost to play me.
When you play me, if you paid the additional cost, ready me and give me +2 {Might} this turn.",“Hard day’s killin’ ahead.”,False,False,,https://riftbound.gg/cards/unl-028a-pyke-dockside-butcher/
UNL-029,Red Brambleback,Unleashed,Epic,Unit,,Fury,4,4,Ionia,"[Accelerate] (You may pay {1 Energy}{Fury Rune} as an additional cost to have me enter ready.)
Your conquer effects for conquering here trigger an additional time.
When I conquer, [Buff] a friendly unit. (Give it a +1 {Might} buff if it doesn't have one.)",,False,False,,https://riftbound.gg/cards/unl-029-red-brambleback/
UNL-029A,Red Brambleback,Unleashed,Showcase,Unit,,Fury,4,4,,"[Accelerate]
Your conquer effects for conquering here trigger an additional time.
When I conquer, [Buff] a friendly unit.",“You said the only things in this valley were lizards!”,False,False,,https://riftbound.gg/cards/unl-029a-red-brambleback/
UNL-030,Vi - Hotheaded,Unleashed,Epic,Unit,Champion,Fury,4,3,Vi; Zaun,"[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
{2 Energy}{Fury Rune}: Double my Might this turn.",“Plan? I don’t need a plan.”,False,False,,https://riftbound.gg/cards/unl-030-vi-hotheaded/
UNL-030A,Vi - Hotheaded,Unleashed,Showcase,Unit,Champion,Fury,4,3,Vi; Zaun,"[Deflect]
{2 Energy}{Fury Rune}: Double my Might this turn.",“Plan? I don’t need a plan.”,False,False,,https://riftbound.gg/cards/unl-030a-vi-hotheaded/
UNL-031,Combat Experience,Unleashed,Common,Spell,,Calm,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit +1 {Might} this turn.
[Level 6][>] Give it +3 {Might} this turn instead. (While you have 6+ XP, get the effect.)",,False,False,,https://riftbound.gg/cards/unl-031-combat-experience/
UNL-032,Double Trouble,Unleashed,Common,Spell,,Calm,2,,,"[Repeat] {2 Energy} (You may pay the additional cost to repeat this spell's effect.)
Look at the top 3 cards of your Main Deck. You may reveal a unit from among them and draw it. Recycle the rest.",Two heads pay better than one.,False,False,,https://riftbound.gg/cards/unl-032-double-trouble/
UNL-033,Frisky Hunter,Unleashed,Common,Unit,,Calm,4,3,Cat; Zaun,"When you play me, play a 1 {Might} Bird unit token with [Deflect] here. (Opponents must pay {Any Rune} to choose it with a spell or ability.)",Always following the scent of prey.,False,False,,https://riftbound.gg/cards/unl-033-frisky-hunter/
UNL-034,Herald of Spring,Unleashed,Common,Unit,,Calm,4,4,Ionia,"[Hunt] (When I conquer or hold, gain 1 XP.)
When you play me, gain 2 XP.","“I have a crown, but no throne; many followers, but no subjects. Who am I?” —Ionian riddle",False,False,,https://riftbound.gg/cards/unl-034-herald-of-spring/
UNL-035,Monch,Unleashed,Common,Unit,,Calm,6,6,Bandle City,"If an opponent controls a stunned unit, I cost {2 Energy} less and enter ready.",Just because it doesn't exist doesn't mean it can't hurt you.,False,False,,https://riftbound.gg/cards/unl-035-monch/
UNL-036,Mutated Mouser,Unleashed,Common,Unit,,Calm,2,1,Cat; Bilgewater,"[Shield 2] (+2 {Might} while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",One of the few cats that can scratch its own belly.,False,False,,https://riftbound.gg/cards/unl-036-mutated-mouser/
UNL-036-P,Mutated Mouser (Unleashed Nexus Night Promo),Unleashed,Common,Unit,,Calm,2,1,Cat; Bilgewater,"[Shield 2] (+2 {Might} while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",,True,False,,https://riftbound.gg/cards/unl-036-p-mutated-mouser/
UNL-037,Shadow Watcher,Unleashed,Common,Unit,,Calm,4,5,Ionia,"If a friendly unit died during your Beginning Phase this turn, I enter ready.",It follows in memory’s wake.,False,False,,https://riftbound.gg/cards/unl-037-shadow-watcher/
UNL-038,Skyward Strike,Unleashed,Common,Spell,,Calm,2,,,"Move an enemy unit.
[Level 6][>] [Stun] an enemy unit. (While you have 6+ XP, get the effect. A stunned unit doesn't deal combat damage this turn.)",Take a moment to heel up.,False,False,,https://riftbound.gg/cards/unl-038-skyward-strike/
UNL-039,Soul Sword,Unleashed,Common,Gear,,Calm,1,,Equipment,[Equip] {Calm Rune} ({Calm Rune}: Attach this to a unit you control.),,False,False,,https://riftbound.gg/cards/unl-039-soul-sword/
UNL-039-P,Soul Sword (Unleashed Nexus Night Promo),Unleashed,Common,Gear,,Calm,1,,Equipment,[Equip] {Calm Rune} ({Calm Rune}: Attach this to a unit you control.),,True,False,,https://riftbound.gg/cards/unl-039-p-soul-sword/
UNL-040,Wuju Apprentice,Unleashed,Common,Unit,,Calm,2,2,Ionia,"[Hunt] (When I conquer or hold, gain 1 XP.)
[Level 6][>] When you play me, draw 1. (While you have 6+ XP, get the effect.)",“I’ve learned a great deal during my apprenticeship. Allow me to demonstrate.”,False,False,,https://riftbound.gg/cards/unl-040-wuju-apprentice/
UNL-041,Allay - Eager Admirer,Unleashed,Uncommon,Unit,,Calm,3,3,Yordle; Bandle City,"[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
While I'm at a battlefield, your other units here have [Deflect].","“Hey, Vex! Look what I’ve got! It’s a surprise! For you! Aren’t you excited?!”",False,False,,https://riftbound.gg/cards/unl-041-allay-eager-admirer/
UNL-042,Back Off,Unleashed,Uncommon,Spell,,Calm,3,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Action] (Play on your turn or in showdowns.)
[Stun] a unit. (It doesn't deal combat damage this turn.)
If you played this from your hand, draw 1.",“Ew.” —Vex,False,False,,https://riftbound.gg/cards/unl-042-back-off/
